userName,content,score,at,repliedAt,appVersion
Pengguna Google,Mau komplain masalah apa aja sulit. Namanya juga aplikasi BUMN.,1,2024-06-09 21:57:57,,4.24.0
Pengguna Google,Mantap,5,2024-06-09 21:16:34,,4.35.0
Pengguna Google,Bagus,5,2024-06-09 21:06:46,,
Pengguna Google,"Aplikasi nya eror parah, tidak membantu sekali Hanya menambah masalah hidup saja",1,2024-06-09 19:19:29,,
Pengguna Google,"Susah sekali dijadikan sebagai akun premium krn foto KTP yg dipermasahkan, padahal KTP asli dan masih setengah baru",2,2024-06-09 16:19:12,,4.35.0
Pengguna Google,Ok banget,5,2024-06-09 14:50:10,,4.35.0
Pengguna Google,Kenapa lama banget fullservicenya,2,2024-06-09 14:49:36,,
Pengguna Google,Sangat kecewa top melalui dana tidak masuk2 sudah hampir 5jam,1,2024-06-09 14:05:52,,4.35.0
Pengguna Google,"Apk tolol merugikan aja..masa 3 kali top up e tol gak masuk masuk tapi saldo kepotong, kan kimak, auto uninstall gak guna gausah kalian pasang ni apk pake apk sebelah aja",1,2024-06-09 12:55:29,,
Pengguna Google,"Mau transfer update dlu, udah dilkukan isi data update lama, ujung2nya gagal, ulang lgi gl jga berhasil.",1,2024-06-09 12:35:28,,4.35.0
Pengguna Google,udh isi saldo sesuai arahan apk ini tapi kok saldox gak msuk:(,3,2024-06-09 12:27:57,,4.35.0
Pengguna Google,mantap,4,2024-06-09 10:55:56,,
Pengguna Google,"Dana terpotong namun transaksi gagal , pelayanan hanya dari live chat yg tidak ada guna nyaa , mana itu bayar listrik , tolong lahh di perbaiki sistem nya Karna pembayaran di tanggal 10 ini sudah tanggal 9",1,2024-06-09 10:13:34,,4.35.0
Pengguna Google,"Hati² ketipu.aku kena ,mau isi e tol diembat .. status transaksi sukses tp saldo g tambah,saat mau diurus ke CS..dihubungi tiap hari tiap waktu sampai seminggu lebih ttp gbisa hub CS.gileeeeeeee",1,2024-06-09 09:45:48,,4.35.0
Pengguna Google,Good,5,2024-06-09 09:37:49,,4.35.0
Pengguna Google,Mantap,5,2024-06-09 08:31:09,2021-09-10 17:26:14,
Pengguna Google,Mantap Betul,5,2024-06-09 06:40:05,,4.35.0
Pengguna Google,penangan buruk,1,2024-06-09 04:11:48,,4.35.0
Pengguna Google,Appk banyak pending nya mending kalo saldo nya ga kepotong udah di potong saldo nya pending pula ga jelas kalo pending saldo jangan di potong pula,1,2024-06-09 00:37:47,,4.35.0
Pengguna Google,Lama dalam upgrade ke premium,2,2024-06-09 00:17:37,,4.35.0
Pengguna Google,Aplikasi bapuk transfer dari link aja ke rekening bank katanya sukses tapi uangnya ga nyampe,1,2024-06-08 19:33:57,,4.8.0
Pengguna Google,Adm Rp.6.500 Wakowako,1,2024-06-08 18:28:56,,
Pengguna Google,Upgrade ke full service ny terlalu lama,3,2024-06-08 18:25:41,,4.35.0
Pengguna Google,Fitur live chatnya parah banget. Udah nyoba berapa kali ga pernah terhubung.,1,2024-06-08 17:48:41,,4.35.0
Pengguna Google,Mantap Ok bagus aplikasi ny,5,2024-06-08 16:39:24,,
Pengguna Google,"Tolong dong pihak linkaja buka akun saya kembali,,,reset email n no HP nya,, soalnya lupa smua,,, di karnakan hilang dengan HP nya,, adakah fitur udh mereset email n no hp,, beda dengan dana n ovo yg lebih simpel n mudah mereset kembali",3,2024-06-08 15:46:48,,
Pengguna Google,Isi uang elektronik tapcash saldo ke potong status sukses tapi pas update saldo tidak masuk. Keluhanan ada respon yg baik. Kecewa sih dengan link aja skrg.,1,2024-06-08 13:17:10,,4.35.0
Pengguna Google,"Sangat burukkkk , cs nya lemoooot kuadrat",1,2024-06-08 13:09:01,,
Pengguna Google,Kalo bisa ada fitur penyimpanan no rek utk mempercepat transfer,4,2024-06-08 11:28:59,,4.35.0
Pengguna Google,Aplikasi penipu gw sudah top-up uang sudah masuk malah enggak bisa d ambil,1,2024-06-08 11:19:20,,4.35.0
Pengguna Google,"Ini pengajuan full service nya ditolak mulu sih , livechat jawabannya sedang antrian terus , kecewapadahal udah ada saldo, gada respon live chat nya aneh",1,2024-06-08 08:46:34,,
Pengguna Google,saat ini saya kecewa sama link aja.... bener2 kecewa,5,2024-06-08 06:49:47,2022-02-08 04:40:51,4.21.1
Pengguna Google,"Udah bangkrut ya, sampe kode verifikasi dikirim via email, keamanan ditingkatkan tapi gak mikir dulu, kalian pikir semua orang di era ini make hp snapdragon gen 100. Pake sms aja, kalo bangkrut ya matiin aja aplikasinya",1,2024-06-08 06:46:56,,4.34.0
Pengguna Google,Bug izin akses file photo untuk pembayaran via QRIS.,5,2024-06-08 05:40:52,,4.35.0
Pengguna Google,Apk ke banyakan maintenance,1,2024-06-08 01:08:51,,4.35.0
Pengguna Google,coba dulu,5,2024-06-07 22:32:24,,
Pengguna Google,"Bintang satu dulu , klo udh full service baru bintang lima",1,2024-06-07 21:33:11,,
Pengguna Google,"Saya isi saldo melalui dompet digital dana dengan pilihan melalui bank BCA ke linkaja namun sampai saat ini dari tanggal 4 Juni belum juga ada masuk saldo nya,gimana ini ?",2,2024-06-07 20:48:11,,4.35.0
Pengguna Google,Aplikasi tdk bisa menyimpan riwayat trx,1,2024-06-07 20:07:51,,4.35.0
Pengguna Google,"Mau hapus akun gak bisa, giliran chat cs malah bot yang bales",1,2024-06-07 19:44:44,,
Pengguna Google,Sangat kecewa dengan apk ini udah 2hari menunggu update full service blm bisa²... Sisa saldo bakal buat storan. Tapi tdk bisa tf gara² update full service blm bisa².. jdnya gwa dikira penipu amanorang... Nyesel gwa download apk ini... Dan saldo gwa masij. Tolong di acc update full service gwa..,1,2024-06-07 18:09:22,,4.35.0
Pengguna Google,transaksi melalaui QRIS saya selalu gagal.. padahal perangkat saya sudah memberikan izin untuk di akses..,3,2024-06-07 17:45:02,,4.35.0
Pengguna Google,jangan scan oplikasi ini rawan banget pending saldo berkurang dan gada solusi,1,2024-06-07 17:24:03,,4.35.0
Pengguna Google,Baik,4,2024-06-07 15:38:50,,4.35.0
Pengguna Google,Bintang 1 dulu kalo udh bisa full service langsung bintang 5,1,2024-06-07 15:38:28,,
Pengguna Google,Kenapa ya link aja saya gk bisa scan qiris dari gambarnya,5,2024-06-07 15:23:12,,4.35.0
Pengguna Google,"Trx gagal, saldo belum refund, pas komplain, trx tidak tercatat, aneh",1,2024-06-07 14:54:56,,
Pengguna Google,👌👍👍👍,5,2024-06-07 12:42:13,,4.35.0
Pengguna Google,Payah apk ini.. upgrade udh 24 jam masih blm selesai selesai........????????????,1,2024-06-07 12:06:55,,
Pengguna Google,"Pihak link aja maaf ya saya sudah melakukan transaksi menarik uang saya di ATM , tapi yang terjadi adalah uang saya tidak keluar dari mesin ATM malahan saldo saya yang terpotong. Tolonglah saya sudah melakukan pengajuan , disuruh menunggu 3 hari tapi mana buktinya tidak ada sama sekali . Padahal selama ini saya memakai aplikasi ini aman saja , tapi saat eror tidak diberitahu. Tolong ya . Terima kasih",2,2024-06-07 12:06:47,,4.35.0
Pengguna Google,"Aplikasi rampok,uang saya dirampok,cs semua dihubungi gak ada yang merespon,isi e toll saldo udah kepotong,laporan sukses tapi saldo e toll gak bertambah,",1,2024-06-07 11:44:47,,
Pengguna Google,"Udh update yg baru tetap jja lama... Mau tarik saldo/kirim uang gak bisa... Sdh ikutin semua full servis, tolong di bantu ya min... Mau uninstall tapi ada saldi tolong di perbaiki dong lagi butuh nih..",3,2024-06-07 11:32:54,,4.35.0
Pengguna Google,Buat baca fto kode QR nggak bisa padahal izin udah semua,1,2024-06-07 11:31:07,,4.35.0
Pengguna Google,Aplikasinya tidak bisa membantu menangani masalah parah,1,2024-06-07 09:01:26,,4.35.0
Pengguna Google,aplikasinya sangat bagus,5,2024-06-07 08:28:33,,4.35.0
Pengguna Google,"Live chat yg ada di link aja prosesnya lambat, apa lgi agennya pun lama kali, udh gitu sekali muncul gk mau sabar nunggu keluhan",1,2024-06-07 07:21:21,,4.35.0
Pengguna Google,Pelayanan yang sangat kurang keluhan saya dari bulan mei sampai sekarang hanya di tanggapi begitu saja,1,2024-06-07 02:58:29,,4.35.0
Pengguna Google,top up saldo emoney bni malah banyak yang tidak masuk,1,2024-06-07 00:00:54,,4.12.0
Pengguna Google,🤣 masa kalah sama aplikasi tetangga yg punya nama si D Tetangga masa gitu 🥱😂,1,2024-06-06 23:48:53,,
Pengguna Google,"ᴬᵖˡⁱᵏᵃˢⁱ ᵇᵘʳᵘᵏ,ᵖᵉˡᵃʸᵃⁿᵃⁿ ᵃᵍᵉⁿᵗ ˡⁱᵛᵉ ᶜʰᵃᵗ ⁿʸᵃ ˢᵃⁿᵍᵃᵗ ᵇᵘʳᵘᵏ... ᵁᵈᵃʰ ⁿᵘⁿᵍᵍᵘ 30 ᵐⁿᵗ ˡᵉᵇⁱʰ ˢᵃᵐᵖᵃⁱ 4ˣ ᵍᵃᵏ ᵇⁱˢᵃ ˡⁱᵛᵉ ᶜʰᵃᵗ ᵈᵉⁿᵍᵃⁿ ᵃᵍᵉⁿᵗ ⁿʸᵃ... ᴮᵃʰᵏᵃⁿ ⁱˢⁱ ˢᵃˡᵈᵒ ˡᵉʷᵃᵗ ᵇᵃⁿᵏ ˢᵃᵐᵖᵃⁱ ˢᵉᵏᵃʳᵃⁿᵍ ᵇᵉˡᵘᵐ ᵐᵃˢᵘᵏ ⁿᵗᵃʰ ᵏᵉᵐᵃⁿᵃ ᵘᵃⁿᵍ ⁿʸᵃ... ᴾᵒᵏᵒᵏⁿʸᵃ ˢᵃⁿᵍᵃᵗ ᵇᵘʳᵘᵏ...",1,2024-06-06 23:21:56,,4.35.0
Pengguna Google,Aplikasi lalot aplikasi gak guna apa apa lama aplikasi tolol,1,2024-06-06 21:18:43,,4.35.0
Pengguna Google,Transaksi blum masuk d suru nunggu 14x24 jam sialan. Jangan pernah loe pake ini aplikasi penipu,1,2024-06-06 20:49:39,,4.35.0
Pengguna Google,Mantap,4,2024-06-06 20:09:23,,4.35.0
Pengguna Google,"Link aja kenapa ya saldo saya tidak masuk,,pas isi saldo 20rbu masuk giliran 200ribu gak masuk,mau telpon CS ngomong Mulu gak nyambung2 ke CS nya suruh nunggu lama malah tiba2 mati.di chat via SMS dari aplikasi link tidak ada antrian nya gimana solusinya ???makin di update makin buruk aja",2,2024-06-06 19:43:33,,4.35.0
Pengguna Google,Good,4,2024-06-06 19:29:32,,4.35.0
Pengguna Google,Kacau isi pulsa tak masuk sudah 1 minggu,3,2024-06-06 18:46:08,,4.35.0
Pengguna Google,"Saya kasi ⭐1, karna sudah 4 hri berturut² CS tidak ada yg bisa dihubungi, baik dri chat langaung maupun telepon. Sangat meresahkan",1,2024-06-06 18:15:24,,4.35.0
Pengguna Google,"Kecewa, saat tarik saldo di ATM uang tidak keluar namun saldo di link aja terpotong. Dan tidak ada refund dana sama sekali Pelayanan CS kurang memadai sangat mengecewakan....",1,2024-06-06 17:03:43,,4.35.0
Pengguna Google,"Jangan pake apk ini!!!! Proses upgrade sangat lama!!! Jadi mau TF tarik tunai gabisa!!!! Saya sangat dirugikan karna duit saya nyangkut disitu!!! Tidak bisa apa""in!!!!!!!",1,2024-06-06 13:20:36,,
Pengguna Google,Opsi pengajuan penghapusan akun dipersulit,1,2024-06-06 13:12:12,,4.35.0
Pengguna Google,Awesome,5,2024-06-06 12:29:03,,4.32.0
Pengguna Google,Saya topup di indomart sukses tp saldo g masuk,1,2024-06-06 11:55:20,,4.35.0
Pengguna Google,"Aplikasi jelek, masa upgrade full service sdh 24 jam masih proses aja..",1,2024-06-06 11:09:22,,4.35.0
Pengguna Google,aplikasi makin gak jelas transaksi pdam sudah 3 hari di proses dan tidak ada pemberitahuan atau di gagalkan aja transaksinya saldo sudah terpotong mau komplain kemana ca aplikasi tidak menanggapi,1,2024-06-06 10:42:43,,
Pengguna Google,Lama kali uubdate nya duhhhh rusakk,1,2024-06-06 10:30:22,,4.35.0
Pengguna Google,Susah amat mau davtar,3,2024-06-06 09:34:02,,4.35.0
Pengguna Google,"Halo pihak link aja,, mohon kembalikan bukti transaksi selama aku menggunakan aplikasi link aja,, bukti transaksi ngak ada biar satu nih.",3,2024-06-06 07:23:39,2021-06-28 22:04:57,4.35.0
Pengguna Google,"Ini ewallet anjiing , prosesnya lama banget",1,2024-06-06 04:57:24,,4.35.0
Pengguna Google,"saya memasuki saldo tapi akun blm diupgrade jadi saldo saya mengendap tidak bisa kembali mohon pihak linkaja yg terhormat,saya sudah 2 kali upgrade ke full service masih belum di ACC padahal waktu nya sudah 1×24 jam",1,2024-06-06 04:33:50,,4.35.0
Pengguna Google,"Saya dgn kasi 1 bintang satu pun terpaksa, aplikasi penipu ini saya kirim uang 220.000 setelah di cek saldo nya gak masuk. Tapi di link aja nya sudah ke potong, dan parah nya lagi pelayanan sangat tidak memuaskan. Pusat bantuan setelah di ajukan masalah, sedikitpun tidak ad solusi.",1,2024-06-06 03:34:42,,
Pengguna Google,"Gabisa kirim uang kemanapun, payah!!!",1,2024-06-06 00:51:59,,4.35.0
Pengguna Google,Ketika saya memakai aplikasi ini sudah lama terus gak lama kemudian terblokir saya sudah jawab jujur tetap aja gak bisa,1,2024-06-05 22:55:08,,4.35.0
Pengguna Google,Lemot,1,2024-06-05 20:01:38,,4.35.0
Pengguna Google,Dari tahun kemarin service dan layanannya tidak menyelesaikan padahal nomor benar pin benar tapi tidak bisa masuk ke aplikasi malah aplikasi keblokir,1,2024-06-05 19:42:40,,
Pengguna Google,Sangat membantu,5,2024-06-05 17:42:25,,4.35.0
Pengguna Google,sangat bagus,5,2024-06-05 17:41:37,,4.35.0
Pengguna Google,Sangat merugikan penggunanya,1,2024-06-05 17:37:38,,4.33.0
Pengguna Google,Sangat membantu,5,2024-06-05 17:07:21,,4.31.0
Pengguna Google,Aplikasinya buruk. Keadaan urgent tapi server dalam update harus menunggu 3x24 Jam.,1,2024-06-05 15:48:45,,4.35.0
Pengguna Google,"2x kejadian beli token listrik + pulsa, saldo kepotong tapi status diaplikasi, Dalam proses terus.",1,2024-06-05 13:43:04,,4.35.0
Pengguna Google,Live chat gabisa ngetik jelek bgt,1,2024-06-05 13:36:52,,4.35.0
Pengguna Google,"Isi pulsa mahal, malah tidak masuk, saldo kita pun tidak di refund",1,2024-06-05 12:16:36,,4.35.0
Pengguna Google,Beli pulsa gagal² trus traksaksinya mohon dibantu,1,2024-06-05 11:19:00,,
Pengguna Google,Permintaan upgrade akun lama sekali sampah,1,2024-06-05 11:10:50,,4.35.0
Pengguna Google,Pin saya terblokir. Udh coba semua cara dan hubungi chat expert tapi selalu di suruh menunggu 3 hari kerja dll tapi sampai sekarang masih belum ada solusi. Padahal 3 tahun yang lalu bagus aplikasi ini.,1,2024-06-05 10:41:57,,4.35.0
Pengguna Google,Lama banget upgrade akun ke full service hdeh. Mana lagi butuh banget duitnya,1,2024-06-05 09:58:13,,4.35.0
Pengguna Google,Saya sdh top up tapi dana tidak masuk sudah 5 hari dan 6 laporan saya buat tdk ada tanggapan sama sekali ini aplikasi masih aktif atau mati tidak ada pengumuman juga atau info sudah telp cuat service tidak ada yg angkat dana saya jadinya gimana???,2,2024-06-05 07:16:54,,4.35.0
Pengguna Google,"Link aja mantap, aplikasinya yang nyaman dan aman mudah buat transaksi dan biaya admin juga ga mahal sekali",5,2024-06-05 07:15:27,,4.35.0
Pengguna Google,kembalikan dana saya 350rb susah bener menghubungi costumer servicenya,1,2024-06-05 06:36:49,,4.31.1
Pengguna Google,Sangat membatu untuk tabungan dan penggunaan yang bermanfaat,5,2024-06-05 05:40:52,,4.35.0
Pengguna Google,mudah dan simple anti ribet👍👍👍👍👍👍,5,2024-06-05 02:39:17,,
Pengguna Google,Udh upgrade dan berhasil. Tapi pas di liat msh blm ke upgrade. Aneh. Giliran verifilasi KTP lgi di tolak.,1,2024-06-04 22:27:06,,4.33.0
Pengguna Google,minta bantuan nonaktif akun aja susah banget ampe 4 hari kaga ada balesan..,1,2024-06-04 21:31:47,,4.35.0
Pengguna Google,Bos gmn cara login lupa password gmail,5,2024-06-04 21:19:55,,4.35.0
Pengguna Google,Pelayanan nya tidak bagus . Penanganan lama livechat lama saat pengaduan apk selalu kluar . Mau ganti nomer hp aja susah nya minta ampun . Upgrade nya susah nya minta ampun data Uda jelas Uda lengkap masi aja di persulit . Awas hati hati aja pake linkaja sklinnya ada apa apa susah ngurusin nya guys mending yang pasti pasti aja deh skrang mah,1,2024-06-04 19:36:30,,
Pengguna Google,Lama seklai full service ny,1,2024-06-04 19:30:12,,4.35.0
Pengguna Google,"Ayolah.. Jangan lama-lama, ini udh 22jam kok belum ada proses upgrade, diam-diam bae, di percepat kenapa! Kerja- kerja.",5,2024-06-04 18:50:38,,4.35.0
Pengguna Google,Ini alpikasih ngaur sdh download ttp tdk bisa padahal pulsa kami sdh beli dengan harga yg ada ttp tdk JD sialan,1,2024-06-04 16:01:38,,
Pengguna Google,Woi Ma'Link sudah 2minggu saldo ana 220k gak dipulangin!,1,2024-06-04 15:21:38,,4.35.0
Pengguna Google,"Mohon secepatnya di full servis, dana sangr di butuhkan",4,2024-06-04 12:35:11,,4.35.0
Pengguna Google,Kirim ke akun dana tidak diterima tapi saldo sudah kepotong...sungguh kecewa saya,1,2024-06-04 11:40:14,,4.35.0
Pengguna Google,Puas,5,2024-06-04 10:34:59,,4.35.0
Pengguna Google,Pin lingkaja,5,2024-06-04 09:23:38,,4.35.0
Pengguna Google,Aplikasi cuma mau uwangnya saja GK mau komplainan.,1,2024-06-04 01:14:59,,4.35.0
Pengguna Google,"Linkaja w jangan ada yang download , ini apk csnya komputer , klo pending harus 2 hari tunggi keburu kita butuh uang untuk di tranafer malah uangnya ditahan !",1,2024-06-03 22:14:25,2022-01-31 02:02:47,4.35.0
Pengguna Google,"aku kasih bintang 4 dulu, karena respon nya di chat agen nya lama banget nunggunya .🙄",4,2024-06-03 20:24:23,,4.35.0
Pengguna Google,Bagus,5,2024-06-03 20:06:33,,4.35.0
Pengguna Google,"Upgrade full servis nya lama banget, sampe kesel nunggu nya.. ngak kek dulu upgrade nya cepat.",2,2024-06-03 19:46:53,,4.35.0
Pengguna Google,haloooo upgrade fullservice kendala sampai sekarang sudah 7 hari mana ada saldonya lagiii ! solusinya dong gimana,1,2024-06-03 19:31:09,,4.35.0
Pengguna Google,"ah kurang ajar,hapus data aku!,belum apa apa udah di tolak mau premium !",1,2024-06-03 19:23:57,,4.35.0
Pengguna Google,"Lumayan bagus ko,",5,2024-06-03 19:17:03,,4.35.0
Pengguna Google,Bagus menyenangkan pakai aplikasi link aja,4,2024-06-03 17:54:42,,4.30.1
Pengguna Google,lama banget veripikasinya,1,2024-06-03 14:23:32,,
Pengguna Google,Mantap,5,2024-06-03 12:03:29,,4.30.1
Pengguna Google,Awal awal pemakaian tidak pernah bermasalah sekarang bermasalah terus terakhir isi saldo e-money sudah 2 hari saldo belum masuk juga,2,2024-06-03 11:51:36,,
Pengguna Google,"Kenapa apk seperti ini gak di blokir aja. Tiap ada kendala gak pernah ada penyelesaiannya , apk ini sangat merugikan. @link aja",1,2024-06-03 11:02:18,2022-01-28 17:22:39,4.35.0
Pengguna Google,"Proses upgrade nya lama amat, belum bisa mengambil uang dan transfer,dan APK ini saya sudah isi plsa melalui apk ini malah belum masuk pulsa saya ke nomor tujuan",2,2024-06-03 08:09:40,,
Pengguna Google,Upgrade link aja susah kalo aplikasi yang lain sangat mudah dan cepat,1,2024-06-03 06:52:21,,4.35.0
Pengguna Google,"Isi pulsa, saldo dipotong pulsa tidak masuk. Diurus bilang nya sudah beres. Di cek pulsa masih belum masuk, saldo juga tidak di kembalikan. Kasih bintang 5 biar kerjanya lebih baik. Tapi saldo saya kembaliin ya..",5,2024-06-03 06:46:08,,4.35.0
Pengguna Google,Upgradenya lama banget saya sangat kecewa denga layanan aplikasi ini nyesel top up saldo ke aplikasi ini percuma tidak bisa di gunakan,1,2024-06-02 23:14:55,,4.35.0
Pengguna Google,"Saya tidak bisa login krn kode otp dikirim ke email lama yg saya sdh lupa password nya, saya harus bagaimana? Udah coba chat ke link support nya gak bisa chat ke agennya, mohon bantuannya ??? Mohon di respon",5,2024-06-02 20:20:24,,4.35.0
Pengguna Google,Aku kasih bintang download nya mudah. Namun aplikasi yg aku sdh pakai bisa mengirim saldo.dan kenapa aku mau kirim saldo TDK bisa. Di karenakan update full service. Dan masih menunggu.. kok lama yah update nya .kalau bisa tolong di percepat usahakan yah. Biar bisa cepat berpungsi .linkaja saya 🙏,5,2024-06-02 20:01:00,,4.35.0
Pengguna Google,Call center nya gajelas Gabisa live chat,1,2024-06-02 19:02:26,,4.35.0
Pengguna Google,Bintg 5,5,2024-06-02 18:22:39,,4.35.0
Pengguna Google,UPGRADE NYA LAMAAA,1,2024-06-02 14:50:03,,
Pengguna Google,Saya tidak puas dengan aplikasi link aja saya teranfer uang ke dana tapi dak masuk saldo saya jadi kosong pas saya chat live kata nya udah masuk aplikasi apa ini,1,2024-06-02 14:38:02,,4.35.0
Pengguna Google,Ok,5,2024-06-02 14:25:00,,4.35.0
Pengguna Google,"Apk ini mudah kali di hecker orang lain...saya korban nya sendirian,, malahan gak ada respon dari pihak Link aja",1,2024-06-02 11:34:43,,4.35.0
Pengguna Google,Live chat yang tidak menanggapi dan memberi solusi,1,2024-06-02 10:59:58,,4.35.0
Pengguna Google,upgrade nya sulit betol... sekali nya bisa gak langsung sat set... udah dari kemarin nungguin.. uninstal...,1,2024-06-02 10:07:54,,4.35.0
Pengguna Google,Di perbaikilah masa update full service aja susah bnget,1,2024-06-02 09:30:07,,4.35.0
Pengguna Google,Kok tidak bisa menghubungkan BRI CERIA,1,2024-06-02 08:31:14,,4.35.0
Pengguna Google,"Aplikasinya bagus, tapi terlalu banyak potong biaya admin. Isi saldo, transfer, Tarik ATM di potong. Lihat aplikasi kompetitor gratis potongan. Masak iya BUMN kalah sama swasta???",3,2024-06-02 07:03:04,,4.35.0
Pengguna Google,"Verifikasi terlalu lama ujung""nya gagal, rugi dong",1,2024-06-02 02:10:27,,4.35.0
Pengguna Google,"Min tolongin akun saya kena hack,Email sudah diganti sma si penyadap🙂🙂",4,2024-06-02 00:28:31,,4.35.0
Pengguna Google,"Hallo pihak link aja gimana ini sampe ganti bulan dari tanggal 1 mei sampai tanggal 1 juni lagi tapi gada respon dan gada pengembalian. Gimana ini coba respon dong, masa iyah statusnya masih pending apakah ini tidak di tindak apa di biarkan begitu saja, kalau seperti itu rugi dong saya.",1,2024-06-01 23:56:28,,
Pengguna Google,"Jangan pernah percaya aplikasi ini, klo gamau saldo tertahan gabisa ditarik dan gbisa dikirim, pliss jng pakai apk ini, bahaya bgt, aku korban dan masih banyak korban lainnya",1,2024-06-01 19:40:23,,
Pengguna Google,Kalau mau kirim uang pake qris koq aplikasi link saya gak bisa?,5,2024-06-01 19:16:18,,4.35.0
Pengguna Google,Saya mau login ke link aja saya malah isi verifikasi ke email lama saya sudah tidak aktif kenapa verifikasinya gk ke no hanphone saja malah ke email aneh,1,2024-06-01 18:44:35,,4.35.0
Pengguna Google,"Akun saya terkunci, saya mau verfikasi masuk selalu tidak dapat kode melaluin email, Cs tidak bisa d hubungin d telfon tidak bisa dan lain lain nya",1,2024-06-01 16:11:07,,4.35.0
Pengguna Google,Aplikasi ny udh bagus cuma bagian upgrade ke premium nya lama bngt ..udh dpt 3 hari udh ulang lagi ttp smpe skrg msh blm berhasil di upgrade..tolong perbaiki lagi kedepannya 🙏,4,2024-06-01 15:42:38,,4.35.0
Pengguna Google,"cs di jawab boot terus, tidak solutif",1,2024-06-01 15:07:57,,4.35.0
Pengguna Google,Ok,5,2024-06-01 15:07:52,,4.30.1
Pengguna Google,"Saya sudah transfer uang sebesar 800 ribu tapi belum masuk sampai saat ini... Tolong di bantu, sudah 2 hari di tunggu",1,2024-06-01 13:36:43,,4.35.0
Pengguna Google,Ok,2,2024-06-01 12:43:55,,4.35.0
Pengguna Google,"Cs nya gak ada seoertinya, sudah mengadu terkait problem pada transaksi baik via chatlive dan telp tapi bot doang yang jawab",1,2024-06-01 12:39:46,,4.35.0
Pengguna Google,Tolong pihak link aja agak di percepat upgrade link full servis di percepat ..lama banget udah 2x24 jam blom jugak di setujui,5,2024-06-01 12:15:35,,4.35.0
Pengguna Google,Mohon bantuan pihak link kenapa setiap akan mengirim justru muncul barcode dengan tulisan kode tiket dan tidak mau dikeluarkan.,1,2024-06-01 12:10:50,,
Pengguna Google,"Ko buat upgrade nya lama , mau tarik saldonya susah harus upgrade dulu, tapi proses upgrade nya lama",4,2024-06-01 11:43:57,,4.35.0
Pengguna Google,Bagus,5,2024-06-01 09:32:35,,4.35.0
Pengguna Google,aplikasi sudah bagus tapi masalah codebarkot tidak bisa dihilangkan jadi gak bisa melakukan transaksk,1,2024-06-01 07:20:36,,4.35.0
Pengguna Google,Aplikasi linkAja Makin Kesini Makin Ribet.Dah mah Vermuknya Susah dan Rubit eh jd Full servisnya lama lagi. mending Klu Berhasil dah nungguin 24 jam lebih Gagal. Kecewa Banget. engk kayak aplikasi2 Sebelah. vermuk mudah.Pemberitahuan gagal dan Berhasilnya Cepat Kayak kilat.Dah lah gitu aja.Mohon untuk Di Perbaiki lagi. Supaya para pengguna tdk pada kecewa.,1,2024-06-01 03:12:14,,4.34.0
Pengguna Google,kasih Bintang 3 Dulu.Tolong Dong untuk Apk LinkAja klu Mau di jadiin fullServis Vermuknya Jangan Ribet2.Kasihan sama Yang gaptek.Dah mah Ribet Vermuk nya nunggu lama 2 hari.gagal lagi ke Full Servisnya.Terima kasih...😀,3,2024-06-01 03:04:00,,4.34.0
Pengguna Google,Semoga Kedepannya Linkaja Bisa Buat Card Fisik / Kartu Debit Juga Terimakasih,5,2024-06-01 02:19:53,2022-03-16 16:00:54,4.33.0
Pengguna Google,"Kenapa transfer di proses berhari hari ga selesai, bantuan layanan ga bisa digunakan, buka web udah ga aktif seolah tidak mau membantu masalah atau kendala nasabahnya... Lengkap g keburukan aplikasi ini",2,2024-06-01 00:15:37,,4.35.0
Pengguna Google,"Kenapa gk bisa melakukan transaksi? Selalu gagal dan anehnya disuruh ngirim email tapi layanan email sudah gak berlaku, setelah itu beralih ke layanan live chat dan disuruh laporin soal gagalnya transaksi tersebut tapi lucunya riwayat transaksi yg mau di laporin pun gak tercatat, jadi mau ngelaporin gimana sedangkan history gak tercatat di aplikasi, ,,,,,,,,,,,,,, udh dibiarin sehari tpi msih aja gk bisa transaksi, aneh ini aplikasi rusak kok terus2an skip lah hbis ini gue uninstall",1,2024-05-31 23:29:51,,4.35.0
Pengguna Google,"Itu kenapa akun saya ngga di verifikasi ya, uda nnggu 2 hari buat upgrade dari basic ke full service. Ga di acc dari 2 hari yg lalu",1,2024-05-31 21:42:48,,4.35.0
Pengguna Google,Lama banget proses upgradenya!!!! Astahgfirullahhhh,1,2024-05-31 21:06:08,,4.35.0
Pengguna Google,"Mau cek isi saldo e-money/tapcash, malah crash.... Gimana sih?",1,2024-05-31 18:37:34,,3.3.1
Pengguna Google,Susah hubungin adminnya,1,2024-05-31 18:35:52,,
Pengguna Google,Hati² buat transaksi lewat link aja PENIPUAN ni apk . Saya Isi pulsa 25.000 transaksi gagal tapi saldo terpotong.pas di tanya transaksi tidak ada padahal saya sudah kasih bukti screenshot hasil transaksi yang gagal,1,2024-05-31 18:25:36,,4.35.0
Pengguna Google,"Live chatnya gak ngerespon sama sekali saya mau ganti nomor pun gak bisa karena nomor lama saya sudah gak bisa di pakai,di suruh hubungi live chat dari aplikasi atau web sama aja gak ada yang respon udah berkali kali di coba juga gak ada yang respon",1,2024-05-31 18:15:40,,
